Unnamed: 0,business_id,stars,text,review_length,0,1,2,3,4,5,nouns,food_aspects,service_aspects
0,meXjqyhTNLFmknY39y2sMg,5,"Solid beers -- Christmas Ale defines my holiday season.  I moved away a long time ago, but whenever I am home, I try to make a stop at Great Lakes.  Great vibe, super chill, stellar food and beer.",196,0.4656788602101188,0.019194611829456268,0.4163359327793433,0.02446967916666152,0.026723638834237347,0.04759727718018274,"beers,holiday,season,time,stop,vibe,chill,food,beer",food,"time,stop"
1,LNsZJP6jZ11e0tDljOLPiQ,4,"Great vibe + loud crowd for a game + $5 craft brews all the time + passable food menu (with a good deal of healthy options to offset all those pints!) = perfect setting for the game 

If you like porters and Reese's pieces, try the willoughbys peanut butter cup beer, good stuff!",279,0.6262850303013766,0.0,0.2388178050721797,0.016260454059505026,0.0,0.11863671056693867,"vibe,crowd,game,craft,brews,time,food,menu,deal,options,pints,setting,porters,pieces,peanut,butter,cup,beer,stuff",food,time
2,7ot8LYmnLhiN726E9dtAgA,4,"The food is always good and appropriately priced. I had Jafar's Pizza, which was very tasty.  Make sure to save room for one of their cake slices for dessert!

However, our waitress was pushy and was annoying.",209,0.0413763527451331,0.7679585559769786,0.0,0.0,0.0,0.19066509127788825,"food,room,cake,slices,dessert,waitress",food,None
3,ihTl21FfAYXzGoM-Gu8U3A,4,"Had a variety of sushi rolls and sake & beers.  The food was very good and priced how you would expect.  The service was a little bit on the slow side, but nothing to complain about.  It was a good experience.  They have a large menu that could cater to most dietary restrictions.",280,0.2930711163648843,0.0,0.2296791575602453,0.0,0.19650612578549365,0.2807436002893767,"variety,sushi,sake,beers,food,service,bit,side,nothing,experience,menu,restrictions","variety,food","service,experience"
4,EtLmuDIMsBCmqdgpysz60Q,4,"Food was pretty tasty, but not amazing.  The restaurant is really popular and I think once they get busy their quality starts to slip a little.  But, the menu is diverse and interesting, they have an extensive alcohol and wine list, and if the weather is nice, sitting outside is really enjoyable (and probably a little quieter than inside).

Buy a gift certificate from Restaurant.com and save yourself a few bucks.",416,0.4825641885566124,0.0003453620277277962,0.0,0.0,0.08630125513718437,0.4307891942784754,"food,restaurant,quality,menu,alcohol,wine,list,weather,quieter,gift,certificate,bucks","food,quality,wine",quality
5,mLjDh0vQYBCY6g9T1HczVw,4,"Had about an hour and a half to kill before my next flight. We stoped in here for lunch and got a nice juicy burger, it was really good. Also got their Octoberfest beer and it was pretty good too. Only thing I would change is that for the price I could have used some more french fries with the meal and the bun on the burger just seemed kinda like the cheep frozen kind, and a little small for the burger, but I enjoyed my meal and watching football on the screens and even got a pint glass with their logo to take home.",521,0.17761993128527495,0.0,0.008488272780718766,0.7558983526721931,0.0,0.057993443261813125,"hour,half,flight,lunch,burger,beer,thing,price,fries,meal,bun,kind,football,screens,glass,logo",meal,flight
6,oxeW1tSB-e_oIzCQZtqyTw,5,"I eat Noodle Cat at least twice a week. And ""at least"" is an understatement. From day one, I have been wowed over and over by this place. The staff are extremely friendly, the music is great, and the food never fails to keep me satisfied and excited for the next time I get to place an order! And as a college student, I am totally happy to pay six bucks for a satisfying half order of noodles, not including awesome happy hour specials.

I am a religious noodle orderer. My favorites being the Short Rib Ramen and the Clam Chowder Udon. That being said, Noodle Cat always blows me away with their daily specials! Just when I think they've outdone themselves, along comes another brilliant flavor combination posted daily to the restaurant website.

When I don't order noodles to-go for lunch and instead drag a friend with me for dinner in the hopes of converting them too, the pork chop entree with kimchee apples and fried sticky rice is amazing. And friends are continuously, and pleasantly, surprised with how simply but delicious the menu options are here. 

Such a huge fan of Noodle Cat's attitude of loyalty to green and local products! Like their delicious house infused sake creations. 

All the more reason to support a Cleveland food establishment like this one. 

(I swear I don't work here...though I've considered asking whether or not they have any openings since I already have the menu memorized.)",1416,0.20036008372313785,0.0,0.07235662809822392,0.0,0.2474663522114277,0.4798169359672105,"week,understatement,day,place,staff,music,food,time,order,college,student,bucks,noodles,hour,specials,noodle,orderer,favorites,flavor,combination,restaurant,website,lunch,friend,dinner,hopes,pork,chop,entree,kimchee,apples,rice,friends,menu,options,fan,attitude,loyalty,products,house,sake,creations,reason,establishment,one,openings","food,rice,products","week,day,staff,time,order,website,establishment,one"
7,wTTNXThF1RQ3Lu5FnujmOA,4,"Really great little place.  I had the Breakfast sausage, and I rank it as the best thing I've eaten in Cleveland.  The Rabbit Poutine was really good as well. The Poutine serving sizes could be cut back by a third to be more suitable for one person though, my girlfriend and I had a hard time finishing one order between the two of us.  Overall great place, we will return!",373,0.0,0.03480133842533744,0.33702370434559537,0.02728261740745137,0.4683439059943342,0.1325484338272816,"place,sausage,thing,sizes,third,person,girlfriend,time,order",None,"time,order"
8,XPXv6KGuHaIe_v6aETZPHA,5,"Everything I've ever gotten here has been delicious, including the old breakfast standards.  Great staff, friendly and personable.",130,0.0,0.0,0.4905592797297792,0.0,0.5094407202702207,0.0,"everything,breakfast,standards,staff",None,"standards,staff"
9,LNsZJP6jZ11e0tDljOLPiQ,5,"The food is excellent. They have a great selection of dishes for vegans and non-vegans. On this visit we had the chicken burrito, basil fried rice, green thumb juice and sunrise juice. All was very good and I am extremely picky right down to the water they bring to the table. Water was filter. Service was good and very friendly. The decor is fantastic. It is a classy spot for daytime lunch meetings that easily transitions to a late night hotspot. They have a nice size patio in the back. A fantastic drink selection. Self service water station for filtered, reverse osmosis, and sparkling water. They even sell cigars to enjoy on the patio after 10pm. And a must have in my book to get a full 5 star rating... a clean bathroom.",731,0.36691379717206185,0.0,0.3345655994193417,0.0,0.0,0.2985206034085966,"food,selection,dishes,vegans,visit,chicken,basil,rice,thumb,juice,sunrise,water,table,filter,service,decor,spot,lunch,meetings,night,hotspot,size,patio,back,drink,self,station,osmosis,cigars,pm,book,star,rating,bathroom","food,chicken,rice,water,drink","service,station"
10,OkC86YtZ0Nm19my5F4GGrQ,5,"I took out a French onion soup tonight. Oh my gosh. Oh my gosh. Amazing. The broth was perfectly and heavily peppered--which made it even more divine. If there was a drop of water in this broth, I did not taste it. It was rich and full-bodied. The take-out version comes in two smallish sized containers, each bearing a slice of (French?) bread soaked in the heavenly broth. Add this soup to my list of favorites on the West side.",430,0.0,0.027856977163363,0.0,0.1379351712457152,0.0,0.8342078515909218,"onion,soup,tonight,broth,drop,water,version,containers,slice,bread,list,favorites,side","soup,water,bread",None
11,ErxACeMyF4hSQyGhpEt4Tw,5,"I still give their food the top score. I had the tom yum soup again, followed by a delicious tofu and vegetables dish which was served in a nouveau style--on a flat rectangular plate, with a pyramid tower of rice. The dish had avocados, red and green peppers, onions and carrots and was heaven to the palette. 
  
I was there during the busy lunch hour when the place was packed.",379,0.06229577418517845,0.0,0.0,0.0,0.1219545450961312,0.8157496807186904,"food,score,tom,soup,tofu,vegetables,dish,style,plate,tower,rice,avocados,peppers,onions,carrots,palette,lunch,hour,place","food,soup,vegetables,rice",None
12,_6hReDyVSr94W2WMO1LJLw,4,"I enjoy The Root Cafe in general, and have been enjoying it since soon after moving here in May 2011. I found out about the place through a cop. I was shopping or something in Lakewood and figured if anyone knew where the good coffee was in a particular area, it would be a police officer. I asked an officer who was standing around the stores where the best coffee in Lakewood could be found, and he directed me to The Root Cafe. Originally he directed me toward a fancy kind of coffee, I was thinking, because of the way he described this special filter for the coffee--a cone-like object that some people will be familiar with or know what I'm talking about--like the thing that you put the coffee filter in on a coffee maker. Not a french press but a more regular-looking thing. Anyway it turned out when I went to The Root Cafe and asked one of the employees about which kind of coffee the cop might have been describing that was so good, she told me he meant just their regular coffee--less expensive than the kind prepared using the special filter thing I described before. So I got a cup of regular. Indeed it was good coffee. Not necessarily the best, but good. 

I also enjoy the food at The Root. They have delicious molasses cookies, and the vegetarian dishes--they are all vegetarian--are satisfying enough that one might think there was some meat/protein-based item snuck into their sandwiches. After I eat something there, I am full.  

The only downside to this place is if you want to have an audible conversation and you go at one of the times of the week when they have a band. I went with a friend one time when they had what I thought was a sort of bluegrass band playing, and I could not hold a conversation so we ended up leaving pretty much upon arrival.",1778,0.09422012571375887,0.0,0.0,0.016347106858721042,0.5493109204840245,0.3401218469434955,"place,cop,something,anyone,coffee,area,police,officer,stores,kind,way,filter,cone,object,people,thing,maker,press,employees,cup,regular,food,cookies,dishes,meat,protein,item,snuck,sandwiches,downside,conversation,times,week,band,friend,time,sort,playing,arrival","coffee,stores,food,meat","officer,way,employees,regular,times,week,time"
13,ZRLmQ3oAuspAkk5R6BOfyg,5,"Oh my goodness--the happy hour here is amazing! Such a deal for such delicioso chompings. I loved their sophisticated mac and cheese and everything else I sampled somewhat recently, though not recently enough, for me to provide a full-tilt boogie review. The wine was excellent--I recall that I had Riesling that fateful night not so long ago. And dessert--I must've--I did-- stick around for that crowning jewel of any meal--it was fabulous
 indeed.",450,0.455499203044605,0.029369907272145137,0.0791565925556514,0.01935954340278258,0.0,0.4166147537248159,"hour,deal,chompings,mac,cheese,everything,tilt,review,wine,night,dessert,jewel,meal","wine,meal",None
14,0ZN2MfHyjNIkCx7qJvVhDg,4,"This unassuming place is off what I would describe as a nondescript street in Westlake. I went to SB Eightone for a pre-Valentine's suaree, a ""shred your ex"" suaree to be exact. It was purportedly a singles event where one could bring a photo of an old ex to shred in their paper shredding machine. The reward in exchange for your photo was a shiny new ticket for $10 off of your bill--not a bad reward if you ask me. I did not know what to expect as I was not familiar with the town or the restaurant. I was pleasantly surprised. The food was excellent--I tried a risotto/marinara dish and it did not disappoint. It was bold, bursting with tomatoey flavor. I also had a warm mushroom salad that was yum. It had some very tasty herb dressing on it and the whole epicurean experience was complete. I look forward to my return.",825,0.033288211933562815,0.021595475698544253,0.039798273519571,0.0,0.2171623418539708,0.6881556969943512,"place,street,suaree,singles,event,photo,paper,machine,reward,exchange,ticket,bill,town,restaurant,food,risotto,marinara,dish,tomatoey,flavor,mushroom,salad,herb,experience,return",food,experience
15,LNsZJP6jZ11e0tDljOLPiQ,4,"I was back for an event at Townhall, and what an improvement! I enjoyed soft tacos with veggies and tofu. They were stellar. Guacamole was served at this particular event as well along with chips. Tasty guac, light and crisp chips. On this same visit, I ordered a carrot/orange juice from the juice bar, and it was delicious. Very good experience this time at Townhall. And the best part--I won four $25 gift certificates to enjoy the restaurant in the future!",460,0.2488110145554405,0.0,0.0,0.0,0.05943981864664425,0.6917491667979152,"event,improvement,tacos,veggies,tofu,chips,tasty,guac,light,visit,carrot,orange,juice,bar,experience,time,part,gift,certificates,restaurant,future",None,"experience,time,part,future"
16,FedVIzzA592Tchv3XnS18g,5,"I love the lobster corn chowder. It was delicious beyond measure. Some lobster soups (which are usually bisques) tend to be too thick and creamy. This soup was not thick, but had just the right amount of body; it was the perfect texture. The corn and lobster bits balanced nicely with what I thought might be whole milk, as opposed to full-throttle cream. You get what you pay for in spades at Lemon Falls--with a price tag of $8+ (dine in), one might do a double take. But it was, without a doubt, worth every penny.",517,0.0,0.0,0.0,0.0,0.3000715997536724,0.6999284002463276,"lobster,corn,chowder,measure,soups,soup,amount,body,texture,bits,milk,throttle,cream,spades,price,tag,dine,take,doubt,penny","soup,milk",take
17,VXVrYjLRqNpQY-ogN9ztmQ,5,"I tried their brownies and chocolate chip cookies today at the Cleveland Flea. Both items were delicious, so much so that I bought one of each after sampling. These items DO NOT TASTE vegan. They are rich and complex in flavor and texture. I am excited to go to their store in Lakewood next month when they open.",312,0.0,0.015846539107890262,0.0,0.0,0.30155696398005355,0.6825964969120563,"brownies,chip,cookies,today,items,vegan,flavor,texture,store,month","items,store","today,month"
18,spjaRNFn9Lmh4petKBuf5g,5,"I dropped by the other day because I was in the area. After seeing the ""pizza by the slice"" sign, I figured I'd try two slices and see how it was, since it had been at least three years since last having their pizza, and I wasn't starving. 

I ordered one topping, which was garlic. I *love* garlic. I guess I expected regular-defined as ""normal,""sized pizza slices. But I was pleasantly surprised when I got a regular-sized pizza box and saw that the TWO slices took up practically THE ENTIRE BOX. These slices were that large. I was very pleased! The New York style pizza is wonderful and I will be back .",607,0.0007934354360122236,0.9159087480877194,0.0,0.0,0.006236271463121271,0.07706154501314717,"day,area,pizza,slice,sign,slices,years,topping,garlic,box,style",None,"day,years"
19,JBt7b3Z9of23xuz3_uIq3Q,5,"This place is freakin' amazing. Consider that you are in Cleveland, Ohio--then close your eyes and imagine that you have been transported to a hip, clean, gorgeous beach somewhere off the coast of Highway 1 in California. 

This is a restaurant you would encounter on that stretch of highway. This is worth paying for. 

I love the sandwich they have here and get it whenever I can. It features toasted coconut, avocado and other delicious vegan toppings served on lovely fresh toasted bread. The cashew mylk with lavender is my favorite drink so far. I went in today looking for carrot juice. They had a delicious offering of carrot/beet/pineapple/ginger/red pepper cold-press raw juice. It was awesome. It was not cheap. It was totally worth it.",747,0.0,0.03380784153081332,0.0,0.0286079637121089,0.5891851003251937,0.3483990944318842,"place,freakin,eyes,hip,beach,coast,highway,restaurant,stretch,sandwich,coconut,avocado,vegan,toppings,bread,mylk,lavender,drink,today,carrot,juice,offering,beet,pineapple,ginger,pepper,press","bread,drink","today,offering"
20,MWcN6qLWTfRJqLySxwJNqQ,4,"I went here for lunch today after reading about it on yelp. The tandoori shrimp I ordered came with about 5 or 6 *huge* (I MEAN HUGE) shrimp cooked to a perfect hue of red, served on a bed of rice, along with grilled onions and red peppers ($14.95). I had the sweet lassi to drink ($2.99), which was excellent. To expound on the lassi--I learned that it was not made with rosewater, as I had previously assumed these types of drinks were, but rather with cardamom. To further expound, some lassis are indeed made with rosewater (as I discovered later online), but at Kabob Place, they happen to be made with cardamom instead. I chose not to get the lunch buffet (8.95 weekdays) because I'm not crazy about lentils and a few of the other offerings included in that deal. They also have a bunch of other to-go lunch deals ranging in price from $2 for 2 samosas to $7.99 for a chicken kabob.",888,0.0,0.0,0.05020756288927665,0.0,0.046563142198713374,0.90322929491201,"lunch,today,yelp,tandoori,shrimp,hue,red,bed,rice,onions,peppers,lassi,rosewater,types,drinks,cardamom,lassis,buffet,weekdays,lentils,offerings,deal,bunch,deals,price,samosas,chicken,kabob","rice,drinks,chicken",today
